date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:21	41698/41698	---M--	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202020%2015:39:50%20GMT	https://thepixelcurve.com/html/edubin/shop-single.html	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/shop-single.html	(from https://thepixelcurve.com/html/edubin/)
11:21:21	26091/26091	---M--	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202020%2015:39:50%20GMT	https://thepixelcurve.com/html/edubin/contact-2.html	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/contact-2.html	(from https://thepixelcurve.com/html/edubin/)
11:21:22	169031/169031	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Dec%202021%2015:37:29%20GMT	https://thepixelcurve.com/html/edubin/images/slider/s-1.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/slider/s-1.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:23	1798/1798	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:53%20GMT	https://thepixelcurve.com/html/edubin/images/all-icon/ctg-1.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/all-icon/ctg-1.png	(from https://thepixelcurve.com/html/edubin/)
11:21:23	739/739	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:57%20GMT	https://thepixelcurve.com/html/edubin/images/all-icon/ctg-2.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/all-icon/ctg-2.png	(from https://thepixelcurve.com/html/edubin/)
11:21:23	118809/118809	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:50%20GMT	https://thepixelcurve.com/html/edubin/images/slider/s-3.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/slider/s-3.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:23	1858/1858	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:56%20GMT	https://thepixelcurve.com/html/edubin/images/all-icon/ctg-3.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/all-icon/ctg-3.png	(from https://thepixelcurve.com/html/edubin/)
11:21:24	2351/2351	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:41%20GMT	https://thepixelcurve.com/html/edubin/images/course/teacher/t-1.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/course/teacher/t-1.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:25	164379/164379	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Dec%202021%2015:41:15%20GMT	https://thepixelcurve.com/html/edubin/images/slider/s-2.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/slider/s-2.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:25	39246/39246	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:36%20GMT	https://thepixelcurve.com/html/edubin/images/course/cu-1.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/course/cu-1.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:25	49167/49167	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Dec%202021%2016:17:13%20GMT	https://thepixelcurve.com/html/edubin/images/course/cu-2.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/course/cu-2.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:25	8993/8993	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2015:56:29%20GMT	https://thepixelcurve.com/html/edubin/images/course/teacher/t-2.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/course/teacher/t-2.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:26	2937/2937	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:40%20GMT	https://thepixelcurve.com/html/edubin/images/course/teacher/t-3.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/course/teacher/t-3.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:26	38536/38536	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:33%20GMT	https://thepixelcurve.com/html/edubin/images/course/cu-3.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/course/cu-3.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:27	9323/9323	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2015:57:00%20GMT	https://thepixelcurve.com/html/edubin/images/course/teacher/t-4.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/course/teacher/t-4.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:27	235479/235479	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Dec%202021%2016:01:29%20GMT	https://thepixelcurve.com/html/edubin/images/about/bg-1.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/about/bg-1.png	(from https://thepixelcurve.com/html/edubin/)
11:21:27	51868/51868	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Dec%202021%2016:17:13%20GMT	https://thepixelcurve.com/html/edubin/images/course/cu-4.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/course/cu-4.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:28	39321/39321	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:30%20GMT	https://thepixelcurve.com/html/edubin/images/course/cu-5.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/course/cu-5.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:28	2210/2210	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:43%20GMT	https://thepixelcurve.com/html/edubin/images/course/teacher/t-5.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/course/teacher/t-5.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:29	915/915	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:48%20GMT	https://thepixelcurve.com/html/edubin/images/all-icon/f-1.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/all-icon/f-1.png	(from https://thepixelcurve.com/html/edubin/)
11:21:29	1047/1047	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:49%20GMT	https://thepixelcurve.com/html/edubin/images/all-icon/f-2.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/all-icon/f-2.png	(from https://thepixelcurve.com/html/edubin/)
11:21:29	712/712	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:51%20GMT	https://thepixelcurve.com/html/edubin/images/all-icon/f-3.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/all-icon/f-3.png	(from https://thepixelcurve.com/html/edubin/)
11:21:30	22473/22473	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:06:32%20GMT	https://thepixelcurve.com/html/edubin/images/teachers/t-1.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/teachers/t-1.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:30	118815/118815	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:04%20GMT	https://thepixelcurve.com/html/edubin/images/bg-1.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/bg-1.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:30	39676/39676	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:55%20GMT	https://thepixelcurve.com/html/edubin/images/teachers/t-2.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/teachers/t-2.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:30	25918/25918	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2016:04:39%20GMT	https://thepixelcurve.com/html/edubin/images/teachers/t-3.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/teachers/t-3.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:32	43061/43061	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2016:04:04%20GMT	https://thepixelcurve.com/html/edubin/images/teachers/t-4.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/teachers/t-4.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:32	36612/36612	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:29%20GMT	https://thepixelcurve.com/html/edubin/images/publication/p-2.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/publication/p-2.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:32	44036/44036	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:27%20GMT	https://thepixelcurve.com/html/edubin/images/publication/p-1.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/publication/p-1.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:32	23439/23439	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:28%20GMT	https://thepixelcurve.com/html/edubin/images/publication/p-3.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/publication/p-3.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:33	30627/30627	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:25%20GMT	https://thepixelcurve.com/html/edubin/images/publication/p-4.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/publication/p-4.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:33	14211/14211	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Dec%202021%2015:52:54%20GMT	https://thepixelcurve.com/html/edubin/images/testimonial/t-1.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/testimonial/t-1.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:33	4831/4831	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:06:59%20GMT	https://thepixelcurve.com/html/edubin/images/testimonial/t-2.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/testimonial/t-2.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:34	12158/12158	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2015:53:24%20GMT	https://thepixelcurve.com/html/edubin/images/testimonial/t-3.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/testimonial/t-3.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:34	89740/89740	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2015:58:21%20GMT	https://thepixelcurve.com/html/edubin/images/bg-2.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/bg-2.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:35	70712/70712	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Dec%202021%2015:46:30%20GMT	https://thepixelcurve.com/html/edubin/images/news/n-1.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/news/n-1.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:35	26220/26220	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2015:54:10%20GMT	https://thepixelcurve.com/html/edubin/images/news/ns-1.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/news/ns-1.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:35	10990/10990	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:09%20GMT	https://thepixelcurve.com/html/edubin/images/news/ns-2.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/news/ns-2.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:36	12325/12325	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:10%20GMT	https://thepixelcurve.com/html/edubin/images/news/ns-3.jpg	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/news/ns-3.jpg	(from https://thepixelcurve.com/html/edubin/)
11:21:36	1848/1848	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:05:15%20GMT	https://thepixelcurve.com/html/edubin/images/patnar-logo/p-1.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/patnar-logo/p-1.png	(from https://thepixelcurve.com/html/edubin/)
11:21:36	5951/5951	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:05:17%20GMT	https://thepixelcurve.com/html/edubin/images/patnar-logo/p-2.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/patnar-logo/p-2.png	(from https://thepixelcurve.com/html/edubin/)
11:21:36	4347/4347	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:05:16%20GMT	https://thepixelcurve.com/html/edubin/images/patnar-logo/p-3.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/patnar-logo/p-3.png	(from https://thepixelcurve.com/html/edubin/)
11:21:37	5593/5593	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:05:15%20GMT	https://thepixelcurve.com/html/edubin/images/patnar-logo/p-4.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/patnar-logo/p-4.png	(from https://thepixelcurve.com/html/edubin/)
11:21:37	2030/2030	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:05:04%20GMT	https://thepixelcurve.com/html/edubin/images/logo-2.png	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/images/logo-2.png	(from https://thepixelcurve.com/html/edubin/)
11:21:37	8636/8636	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20May%202018%2018:11:04%20GMT	https://thepixelcurve.com/html/edubin/js/vendor/modernizr-3.6.0.min.js	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/js/vendor/modernizr-3.6.0.min.js	(from https://thepixelcurve.com/html/edubin/)
11:21:39	51039/51039	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2019:37:42%20GMT	https://thepixelcurve.com/html/edubin/js/bootstrap.min.js	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/js/bootstrap.min.js	(from https://thepixelcurve.com/html/edubin/)
11:21:40	97163/97163	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Sep%202018%2005:24:46%20GMT	https://thepixelcurve.com/html/edubin/js/vendor/jquery-1.12.4.min.js	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/js/vendor/jquery-1.12.4.min.js	(from https://thepixelcurve.com/html/edubin/)
11:21:41	20216/20216	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Jun%202017%2002:11:48%20GMT	https://thepixelcurve.com/html/edubin/js/jquery.magnific-popup.min.js	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/js/jquery.magnific-popup.min.js	(from https://thepixelcurve.com/html/edubin/)
11:21:41	42863/42863	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202017%2011:49:30%20GMT	https://thepixelcurve.com/html/edubin/js/slick.min.js	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/js/slick.min.js	(from https://thepixelcurve.com/html/edubin/)
11:21:41	8044/8044	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Oct%202018%2014:22:36%20GMT	https://thepixelcurve.com/html/edubin/js/waypoints.min.js	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/js/waypoints.min.js	(from https://thepixelcurve.com/html/edubin/)
11:21:41	1067/1067	---M--	200	added ('OK')	application/javascript	date:Tue,%2026%20Nov%202013%2000:53:08%20GMT	https://thepixelcurve.com/html/edubin/js/jquery.counterup.min.js	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/js/jquery.counterup.min.js	(from https://thepixelcurve.com/html/edubin/)
11:21:42	2942/2942	---M--	200	added ('OK')	application/javascript	date:Sun,%2008%20May%202016%2022:32:26%20GMT	https://thepixelcurve.com/html/edubin/js/jquery.nice-select.min.js	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/js/jquery.nice-select.min.js	(from https://thepixelcurve.com/html/edubin/)
11:21:42	1508/1508	---M--	200	added ('OK')	application/javascript	date:Fri,%2002%20Feb%202018%2018:25:08%20GMT	https://thepixelcurve.com/html/edubin/js/jquery.nice-number.min.js	C:/Users/LENOVO/Downloads/codevo/thepixelcurve.com/html/edubin/js/jquery.nice-number.min.js	(from https://thepixelcurve.com/html/edubin/)
